"Data Source","World Development Indicators",

"Last Updated Date","2017-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Gambia, The","GMB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","","","2","2","2","2","2","5.7","13.2","13.2","13.2","13.2","9.4","9.4","7.5","7.5","7.5","7.5","7.5","9.4","9.4","9.4",
"Guinea-Bissau","GNB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","10","10","","7.8","7.8","7.8","","14","14","14","14","10","10","10","10","14","14","13.7","13.7","13.7",
"Equatorial Guinea","GNQ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","","","","","","8.8","8.8","5","5","5","5","5","18","18","18","18","6","10","10","10","10","12.1","24","24","24",
"Greece","GRC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","","6.3","6.3","6.3","8.7","8.7","8.7","8.7","14","13","13","14.7","14.7","17.3","17.3","18.7","21","21","21","19.7","19.7",
"Grenada","GRD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","13.3","13.3","13.3","13.3","13.3","33.3","33.3","33.3","33.3",
"Greenland","GRL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","12.5","12.5","7.1","8.8","8.8","8.8","8.2","8.2","8.2","8.2","12","12","12","12","13.3","13.3","13.3","13.3","13.9","13.9",
"Guam","GUM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9","","","","","","","","","18.5","18.5","18.3","20","20","30.8","30.8","29","29","30","30","30","31.3","31.3","31.3","31.3","30.4","30.4",
"High income","HIC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2416790490342","","","","","","","16.2293913043478","16.3198386767409","17.3032160699417","","18.2048112509252","18.8839578947368","19.4068237958007","19.8792670477746","20.4346590909091","20.9548990351139","21.8448210922787","22.0112816957211","22.6060273159145","22.7003660104857","23.2983457157008","23.8560934560935","25.1930117623802","25.8473970395731","26.4954070351759","26.4540280561122",
"Hong Kong SAR, China","HKG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2","","","","","","","","9.4","9.4","9.4","9.4","5.5","5.5","5.5","23.4","23.4","23.4","23.4","18","18","19.5","19.5","19.5","25.8","25.8","25.8",
"Heavily indebted poor countries (HIPC)","HPC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.93826681870011","9.34073590246027","9.11633782483157","","11.9151053159478","13.5170812238609","13.5259223488507","14.0612952575217","16.8961817900757","17.1080929243851","17.6377903422983","17.5948358998289","17.7197632058288","18.3232624113475","20.3621315544524","21.4993286542569","21.7969413511507","22.0848109113453","23.8529498525074","23.5775759296055",
"Croatia","HRV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9","7.9","7.9","20.5","20.5","20.5","","21.7","21.7","21.7","20.9","20.9","23.5","23.5","23.8","23.8","23.8","23.8","15.2","12.6",
"Haiti","HTI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.6","3.6","","3.6","3.6","3.6","3.6","3.6","2","4.1","4.1","4.1","11.1","4.2","4.2","4.2","4.2","4.2","0",
"Hungary","HUN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","","","","","","","11.4","8.3","8.3","8.3","8.3","9.1","9.8","9.1","9.1","10.4","11.1","11.1","11.1","9.1","8.8","8.8","8.8","10.1","10.1","10.1",
"IBRD only","IBD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1668938524867","","","","","","","","12.3279858968709","12.3047193675889","12.3227786394859","12.6949861687414","14.0868132681771","13.5786967418546","14.5697166429972","14.1439362529153","14.9132038834951","15.7536908477167","16.2256250801385","17.181127776723","17.5544011544012","17.9251220138711","19.2738448016072","20.1801511666119","20.8970919448861","21.155408847185","21.5970784213224",
"IDA & IBRD total","IBT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1367088607595","","","","","","","8.70656423121145","10.9398752485988","11.0241880803813","11.4352677529296","11.9849991286162","13.2141865878772","13.0366070689512","13.8300583310186","14.5094700686948","15.008943394809","15.9135336366713","16.5007172054998","17.2467370266224","17.4152623959464","18.1869782671272","19.2863074204947","20.06547043444","20.4176363702438","21.1147879666546","21.3817079121645",
"IDA total","IDA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7053865652725","8.71922444183314","","9.91039340101523","","11.8797554347826","12.2418963053684","12.7798060303438","15.0197232772653","15.1413317819744","16.1439496878443","16.8800388967468","17.3362458988085","17.2255666752203","18.5206628477905","19.302352085354","19.9281441838502","19.8349247242573","21.066953433307","21.1247515670387",
"IDA blend","IDB","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1003649635036","11.5052462526767","","","","14.1768480909829","13.9922774401144","14.7831393165603","15.3473348348348","15.3843843843844","15.6763237518911","15.6956989247312","16.2032894736842","16.0403579254931","16.1252827435243","16.6065866084425","19.1080071813285","20.314917325665","19.9999286224126","20.6325589706934",
"Indonesia","IDN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4","","","","","","","11.4","11.4","","8","8","8","8","11.3","11.3","11.3","11.6","11.6","17.9","18","18.2","18.6","18.6","16.9","17.1","17.1",
"IDA only","IDX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.93620227729404","7.9356820234869","7.80326517150396","9.40328119687181","","10.9919309262166","11.542593915155","12.0915236743646","14.9157493447701","15.0652368080856","16.2938530552861","17.2508067324434","17.6866606375763","17.5880263598794","19.2133241903154","20.0720906068163","20.1583711319423","19.6963896669779","21.3699331171463","21.2586639439907",
"Isle of Man","IMN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","7.2","8.1","8.4","9","8.8","8.8","8.8","8.3","8.3","8.3","9.1","9.1","10.8","10.8","11","11","11","11.4","12","12",
"Not classified","INX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","","","","","","","12","12","12","12","12","13.3","13.3","13.3","13.3","13.3","13.3","13.3","13.9","13.9","15.1","15.1","15.7","15.7","16.3","22.2",
"Iran, Islamic Rep.","IRN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","","","","4.9","4.9","4.9","3.4","3.4","4.1","4.1","4.1","4.1","4.1","4.1","2.8","2.8","2.8","2.8","3.1","3.1","3.1","3.1","5.9",
"Iraq","IRQ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8","","","","","","","6.4","6.4","6.4","7.6","7.6","7.6","","","","25.5","25.5","25.5","25.5","25.2","25.2","25.2","25.2","25.3","26.5","26.5",
"Iceland","ISL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6","","","","","","","25.4","25.4","34.9","34.9","34.9","34.9","30.2","30.2","33.3","33.3","33.3","33.3","42.9","42.9","39.7","39.7","39.7","39.7","41.3","47.6",
"Israel","ISR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","","7.5","7.5","11.7","12.5","13.3","14.2","15","15","15","14.2","14.2","14.2","18.3","19.2","20","20","22.5","22.5","26.7","26.7",
"Italy","ITA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9","","","","","","","11.1","11.1","11.1","11.1","9.8","9.8","11.5","11.5","11.5","17.3","17.3","21.3","21.3","21.3","21.6","21.4","31.4","31.4","31","31",
"Jamaica","JAM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","11.7","13.6","13.3","13.3","13.3","","11.7","11.7","11.7","11.7","13.3","13.3","13.3","13.3","12.7","12.7","12.7","12.7","12.7","17.5",
"Jordan","JOR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0","0","0","1.3","1.3","5.5","5.5","5.5","5.5","6.4","6.4","6.4","10.8","10.8","10.8","12.2","12","12","15.4",
"Japan","JPN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","","","","","","4.6","4.6","4.6","7.3","7.3","7.3","7.1","7.1","9","9.4","9.4","9.4","11.3","11.3","10.8","7.9","8.1","8.1","9.5","9.5",
"Kazakhstan","KAZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","13.4","10.8","10.4","10.4","10.4","10.4","10.4","10.4","10.4","15.9","15.9","17.8","17.8","17.8","24.3","24.3","25.2","26.2","27.1",
"Kenya","KEN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","","","","","","","3","3.6","3.6","3.6","3.6","3.6","7.1","7.1","7.1","7.3","7.2","9.8","9.8","9.8","9.8","9.8","18.6","19.1","19.7","19.7",
"Kyrgyz Republic","KGZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.4","1.4","2.3","10","10","10","10","0","0","25.6","25.6","25.6","23.3","23.3","23.3","23.3","23.3","19.2","19.2",
"Cambodia","KHM","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.8","8.2","7.4","7.4","7.4","9.8","9.8","9.8","9.8","19.5","16.3","21.1","21.1","20.3","20.3","20.3","20.3","20.3","20.3",
"Kiribati","KIR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0","0","4.9","4.9","4.8","4.8","","4.8","4.8","7.1","4.3","4.3","4.3","4.3","8.7","8.7","8.7","8.7","8.7","6.5",
"St. Kitts and Nevis","KNA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","","","","","","","13.3","13.3","13.3","13.3","13.3","13.3","13.3","0","0","0","6.7","6.7","6.7","6.7","6.7","6.7","6.7","6.7","13.3","13.3",
"Korea, Rep.","KOR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","3","3.7","3.7","5.9","5.9","5.9","5.9","13","13.4","13.4","14.4","13.7","14.7","14.7","14.7","15.7","15.7","16.3","16.3","17",
"Kuwait","KWT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","1.5","1.5","1.5","3.1","7.7","7.7","7.7","6.2","6.2","1.5","1.5","1.5",
"Latin America & Caribbean (excluding high income)","LAC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2757012020607","","","","","","","13.5871123155676","15.9238357843137","14.5860614934114","15.5183904528764","14.6398498498498","16.3898362507058","18.9103567625133","19.5530319148936","20.8162901939942","20.9547244094488","21.7499343659753","22.9302776322682","23.4919123402035","23.7986698590051","23.8844461901021","25.4565854935847","25.8100527631214","28.5713579604579","28.9908384230983","29.7908456167572",
"Lao PDR","LAO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","","","21.2","21.2","21.2","21.2","22.9","22.9","22.9","22.9","25.2","25.2","25.2","25.2","25.2","25","25","25","25","25","27.5",
"Lebanon","LBN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","2.3","2.3","2.3","2.3","2.3","2.3","2.3","2.3","4.7","4.7","4.7","4.7","3.1","3.1","3.1","3.1","3.1","3.1","3.1","3.1",
"Liberia","LBR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","7.8","7.8","7.8","5.3","12.5","12.5","12.5","12.5","12.5","12.5","9.6","11","11","11","11","11",
"Libya","LBY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","7.7","7.7","7.7","7.7","7.7","","16.5","16.5","16","16","16",
"St. Lucia","LCA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","11.8","11.8","11.1","11.1","","11.1","11.1","11.1","11.1","0","11.1","11.1","11.1","11.1","16.7","16.7","16.7","16.7","16.7","16.7",
"Latin America & Caribbean","LCN","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.9073320845598","","","","","","","13.1389613920609","15.3476111571389","14.3362643218758","15.1595987740318","14.3325196636832","16.0790101062451","18.450255164034","19.0129157562515","20.2153081028627","20.3485967858","21.1167704839483","22.1718144872101","22.7116245831348","23.0228848484849","23.0389486260454","24.491487326638","24.8102169525732","27.5397527341893","27.9083501513623","28.7077086781745",
"Least developed countries: UN classification","LDC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.44163306451613","8.59319591390004","8.18071210579858","9.83982111608011","","11.6344702050201","12.2925186188219","12.8360463366932","15.7243540406817","15.9448201244252","17.0219087719298","18.5995317099277","19.2834679520584","19.1444773811058","20.6973527625987","21.2661404526988","21.4936310223267","21.1370834346874","23.055634469697","22.8047500846215",
"Low income","LIC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3850611246944","11.6923790913532","11.0617616580311","12.5719178082192","13.6616887491579","15.0475179056557","14.4298043419995","15.4780526109148","17.8800740610122","17.9459307435402","18.6515889464594","20.1322446258957","19.6153846153846","19.666182186919","21.9404598060682","22.565553576729","23.454328358209","22.8539767368752","24.1921008911041","23.9191480144404",
"Liechtenstein","LIE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","4","4","4","4","12","12","12","12","24","24","24","24","24","24","24","24","20","20","20","20",
"Sri Lanka","LKA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9","","","","","","","5.3","5.3","4.9","","","4.4","4.4","4.9","4.9","4.9","5.8","5.8","5.8","5.3","5.8","5.8","5.8","5.8","4.9","5.8",
"Lower middle income","LMC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0744417981542","","","","","","","7.30531427029943","7.61179871238996","7.88924870466321","8.00498977505112","8.41599577669262","9.69706856997196","9.84785386080914","10.4428283957518","11.4797891231964","11.8814383109743","12.7522388059702","12.7226533587529","14.0371283858181","14.6351920042083","14.345955767833","14.9041551833793","16.073389958069","16.7412838127952","17.4452826133677","17.7173296022387",
"Low & middle income","LMY","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.9139198471546","","","","","","","9.41707604738219","11.6504669987547","11.7642436812657","12.0436379476363","12.4139385091034","13.6055041016142","13.4619976654994","14.3704274976511","15.0042031523643","15.49495661203","16.3811325659116","17.1247027741083","17.7246600541028","17.8799899896321","18.5832438009179","19.6633609393018","20.5388953755794","20.8787365398421","21.5544087638277","21.8399731330945",
"Lesotho","LSO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","3.8","3.8","3.8","3.8","","11.7","11.7","11.7","11.7","23.5","25","24.2","24.2","24.2","26.7","26.7","26.7","25","25",
"Late-demographic dividend","LTE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.764763725758","","","","","","","","14.1598044369677","14.7432062239755","14.7611832769348","15.1127021254958","15.6910257685802","15.0667335939977","15.7746300832925","16.0267167381974","16.0501070038911","16.7430652790918","17.0792887029289","17.2146698337292","17.2486263736264","17.6592526523331","18.2834745368215","18.9057296995628","19.1304020579268","19.361890651883","19.9113519790961",
"Lithuania","LTU","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5","17.5","17.5","10.6","10.6","10.6","10.6","22","22","24.8","22.7","17.7","19.1","19.1","19.1","24.5","24.1","24.1","23.4","21.3",
"Luxembourg","LUX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","","","","","","","20","20","16.7","16.7","16.7","16.7","16.7","23.3","23.3","23.3","23.3","23.3","20","20","25","21.7","23.3","28.3","28.3","28.3",
"Latvia","LVA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","17","17","17","18","21","21","21","19","20","20","22","20","23","23","23","18","18","18",
"Macao SAR, China","MAC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","0.6","0.6","0.6","0.6","0.6","10.8","10.8","10.8","10.8","10.8","10.5","10.5","10.5","10.5","17","17","17","17","17","20.5",
"Monaco","MCO","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1","","","","","","","5.6","22.2","22.2","22.2","22.2","22.2","20.8","20.8","20.8","20.8","20.8","25","26.1","26.1","19","19","20.8","20.8","20.8","20.8",
"Moldova","MDA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","","8.9","7.9","12.9","12.9","12.9","15.8","21.8","21.8","21.8","21.8","23.8","18.8","19.8","19.8","19.8","17.8","21.8","21.8",
"Madagascar","MDG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","","","","","","","3.7","","8","8","8","","3.8","6.9","6.9","6.9","7.9","7.9","","12.5","12.5","17.5","17.5","20.5","20.5","20.5",
"Maldives","MDV","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","","","","","","","6.3","6.3","","6","6","6","6","6","12","12","12","12","6.5","6.5","6.5","6.5","6.5","5.9","5.9","5.9",
"Middle East & North Africa","MEA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8038374717833","","","","","","","4.00353398058252","3.61574294457667","4.1812521036688","4.19936560934891","4.32920147009689","5.8971019320453","5.87146739130435","6.60036255767963","6.16987447698745","8.06238845144357","8.35554685460715","8.30806577916993","8.79245867768595","10.4278446115288","10.0586466165414","13.1462991718427","15.9354265402844","16.0883051350549","16.3882457702582","17.0153100280684",
"Mexico","MEX","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","14.2","17.4","18.2","16","16","16","22.6","22.6","24.2","22.6","23.2","23.2","27.6","26.2","26.2","36.8","36.8","37.4","42.4","42.4",
"Marshall Islands","MHL","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","9.1","9.1",
"Middle income","MIC","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1667585183615","","","","","","","8.89478294724547","11.6411364872213","11.9249585111427","11.92177078043","12.1189434563313","13.2920161073825","13.2837438910006","14.0945232273839","14.2336719266749","14.8396202472153","15.7592809839167","16.2754129217449","17.1843528266011","17.400761766573","17.5947087266866","18.7695827048768","19.6330195241849","20.2941948088194","20.7349568318318","21.1886732709097",
"Macedonia, FYR","MKD","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.3","7.5","6.7","6.7","17.5","18.3","19.2","19.2","28.3","29.2","31.7","32.5","32.5","30.9","32.5","34.1","33.3","33.3","33.3",
"Mali","MLI","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","12.2","12.2","12.2","12.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","10.2","9.5","8.8","8.8",
"Malta","MLT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","","","","","","","5.8","5.8","9.2","9.2","9.2","9.2","7.7","9.2","9.2","9.2","9.2","8.7","8.7","8.7","8.7","8.7","14.3","14.3","12.9","12.9",
"Myanmar","MMR","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","3.5","6","6","5.6","12.7","9.9",
"Middle East & North Africa (excluding high income)","MNA","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.74907369287773","","","","","","","3.92373693379791","3.50627347858753","3.88679597165237","3.8739741219963","3.98198298187199","5.67887168141593","6.00846030473136","6.96853258696521","6.40873965041398","8.63830445544554","8.8522896039604","8.77397769516729","9.09990822881615","10.9838500147623","10.5150602409639","14.1653480527446","16.4158426560808","16.7501085383502","16.9021353601158","17.5585873830365",
"Montenegro","MNE","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6","11.1","11.1","11.1","11.1","12.3","17.3","16","17.3","17.3","23.5",
"Mongolia","MNG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9","","","","","","","7.9","7.9","7.9","10.5","10.5","10.5","10.5","6.8","6.7","6.6","6.6","4.2","3.9","3.9","3.9","14.9","14.9","14.9","14.5","17.1",
"Northern Mariana Islands","MNP","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7","","","","","","","25.2","25.2","","30","30","30","30","34.8","34.8","34.8","34.8","34.8","39.2","39.2","39.2","39.2","39.2","","39.6","39.6",
"Mauritania","MRT","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","3.8","3.8","3.8","","","3.7","3.7","","17.9","22.1","22.1","22.1","22.1","22.1","22.1","22.1","25.2","25.2","25.2",
